0.png	 9-4=?
1249.png	 9x2=?
1250.png	 6x8=?
1251.png	 9x0=?
1252.png	 5+1=?
1253.png	 4-5=?
1254.png	 5x0=?
1255.png	 3x1=?
1256.png	 4+4=?
1257.png	 7x7=?
1258.png	 7+5=?
1259.png	 9-4=?
1260.png	 9x5=?
1261.png	 8+6=?
1262.png	 4+0=?
1263.png	 1+2=?
1264.png	 6-9=?
1265.png	 4+2=?
1266.png	 5x2=?
1267.png	 4+9=?
1268.png	 1x6=?
1269.png	 7+0=?
1270.png	 3-1=?
1271.png	 1-8=?
1272.png	 7x3=?
1273.png	 7x9=?
1274.png	 3+0=?
1275.png	 5x8=?
1276.png	 0+2=?
1277.png	 6+7=?
1278.png	 6-3=?
1279.png	 4+7=?
1280.png	 6-8=?
1281.png	 2x6=?
1282.png	 6-7=?
1283.png	 6+8=?
1284.png	 7+6=?
1285.png	 9+8=?
1286.png	 5-6=?
1287.png	 6-8=?
1288.png	 0x5=?
1289.png	 4+9=?
1290.png	 2x8=?
1291.png	 8x9=?
1292.png	 5-5=?
1293.png	 4-7=?
1294.png	 9+2=?
1295.png	 5-4=?
1296.png	 2-7=?
1297.png	 0x6=?
1298.png	 3+9=?
1299.png	 3x6=?
1300.png	 2-8=?
1301.png	 6+3=?
1302.png	 0-4=?
1303.png	 4x3=?
1304.png	 1x0=?
1305.png	 8+0=?
1306.png	 5+4=?
1307.png	 3-7=?
1308.png	 5-2=?
1309.png	 1x2=?
1310.png	 9+5=?
1311.png	 6+5=?
1312.png	 0-0=?
1313.png	 6-0=?
1314.png	 4x9=?
1315.png	 0x0=?
1316.png	 1-3=?
1317.png	 1+6=?
1318.png	 2-7=?
1319.png	 9-0=?
1320.png	 0+2=?
1321.png	 2+9=?
1322.png	 5+6=?
1323.png	 8-8=?
1324.png	 0+1=?
1325.png	 7x8=?
1326.png	 5x3=?
1327.png	 9x7=?
1328.png	 8-2=?
1329.png	 6+0=?
1330.png	 5x9=?
1331.png	 6+6=?
1332.png	 5-9=?
1333.png	 3+9=?
1334.png	 0-8=?
1335.png	 1-9=?
1336.png	 6x6=?
1337.png	 8-7=?
1338.png	 8+7=?
1339.png	 9x1=?
1340.png	 4x5=?
1341.png	 4x8=?
1342.png	 6-4=?
1343.png	 9-9=?
1344.png	 0-3=?
1345.png	 9x0=?
1346.png	 6+9=?
1347.png	 9+5=?
1348.png	 7-2=?
1349.png	 2+4=?
1350.png	 7-0=?
1351.png	 7x4=?
1352.png	 6-6=?
1353.png	 1x4=?
1354.png	 1+9=?
1355.png	 2x1=?
1356.png	 0-0=?
1357.png	 2+1=?
1358.png	 6x0=?
1359.png	 9x2=?
1360.png	 5+9=?
1361.png	 3-7=?
1362.png	 0+3=?
1363.png	 4+8=?
1364.png	 7-6=?
1365.png	 0-8=?
1366.png	 4x4=?
1367.png	 4x4=?
1368.png	 9-6=?
1369.png	 1+3=?
1370.png	 3x8=?
1371.png	 3-7=?
1372.png	 3-3=?
1373.png	 1x4=?
1374.png	 7x6=?
1375.png	 8x3=?
1376.png	 1+3=?
1377.png	 0-7=?
1378.png	 2+5=?
1379.png	 9x1=?
1380.png	 3+6=?
1381.png	 6-8=?
1382.png	 3x8=?
1383.png	 5+7=?
1384.png	 4x4=?
1385.png	 1-4=?
1386.png	 3x8=?
1387.png	 9x2=?
1388.png	 4-9=?
1389.png	 3+3=?
1390.png	 2-0=?
1391.png	 3-5=?
1392.png	 2x2=?
1393.png	 3x6=?
1394.png	 3-7=?
1395.png	 2x3=?
1396.png	 1x9=?
1397.png	 0-9=?
1398.png	 7x9=?
1399.png	 7-5=?
1400.png	 4x5=?
1401.png	 2+3=?
1402.png	 0x0=?
1403.png	 1+5=?
1404.png	 5-7=?
1405.png	 5x8=?
1406.png	 3+5=?
1407.png	 0-5=?
1408.png	 0x9=?
1409.png	 8-0=?
1410.png	 1x1=?
1411.png	 9+9=?
1412.png	 0+6=?
1413.png	 8x7=?
1414.png	 2+2=?
1415.png	 6x9=?
1416.png	 5-4=?
1417.png	 8x6=?
1418.png	 8-8=?
1419.png	 3-4=?
1420.png	 9x0=?
1421.png	 3+0=?
1422.png	 6-8=?
1423.png	 6-0=?
1424.png	 7-2=?
1425.png	 3+0=?
1426.png	 5+2=?
1427.png	 9+4=?
1428.png	 1-0=?
1429.png	 5+8=?
1430.png	 4x4=?
1431.png	 6+2=?
1432.png	 2x4=?
1433.png	 7-3=?
1434.png	 0-3=?
1435.png	 3x9=?
1436.png	 8x0=?
1437.png	 4x4=?
1438.png	 1-1=?
1439.png	 0x0=?
1440.png	 8+8=?
1441.png	 0+9=?
1442.png	 6+7=?
1443.png	 6-0=?
1444.png	 3+4=?
1445.png	 5x9=?
1446.png	 9-3=?
1447.png	 1+0=?
1448.png	 4x3=?
1449.png	 4+7=?
1450.png	 2x7=?
1451.png	 7-5=?
1452.png	 8-3=?
1453.png	 9+6=?
1454.png	 0+7=?
1455.png	 8+4=?
1456.png	 7x0=?
1457.png	 6x0=?
1458.png	 4x3=?
1459.png	 2-6=?
1460.png	 6+1=?
1461.png	 2x1=?
1462.png	 3+6=?
1463.png	 3+4=?
1464.png	 9-4=?
1465.png	 6+9=?
1466.png	 8+1=?
1467.png	 1x4=?
1468.png	 7+6=?
1469.png	 0+8=?
1470.png	 8x2=?
1471.png	 4-7=?
1472.png	 5+4=?
1473.png	 5+9=?
1474.png	 1+7=?
1475.png	 8-1=?
1476.png	 8+2=?
1477.png	 3-9=?
1478.png	 8+2=?
1479.png	 3+3=?
1480.png	 9-3=?
1481.png	 7-9=?
1482.png	 3+3=?
1483.png	 5x0=?
1484.png	 4-0=?
1485.png	 9-7=?
1486.png	 3x8=?
1487.png	 2+3=?
1488.png	 1-5=?
1489.png	 7-7=?
1490.png	 6+1=?
1491.png	 8-9=?
1492.png	 5-9=?
1493.png	 1+9=?
1494.png	 3+7=?
1495.png	 0+4=?
1496.png	 8-3=?
1497.png	 7-0=?
1498.png	 1-4=?
1499.png	 7+1=?
1500.png	 6-5=?
1501.png	 0-1=?
1502.png	 1x7=?
1503.png	 9+7=?
1504.png	 9x3=?
1505.png	 5+9=?
1506.png	 6x4=?
1507.png	 1-3=?
1508.png	 2x2=?
1509.png	 7-0=?
1510.png	 7x8=?
1511.png	 9x2=?
1512.png	 9+2=?
1513.png	 1+5=?
1514.png	 0x3=?
1515.png	 3+8=?
1516.png	 7x4=?
1517.png	 1-4=?
1518.png	 2-2=?
1519.png	 6x6=?
1520.png	 8x0=?
1521.png	 4x2=?
1522.png	 5-6=?
1523.png	 1-9=?
1524.png	 6+6=?
1525.png	 5-8=?
1526.png	 7x1=?
1527.png	 7x7=?
1528.png	 5-0=?
1529.png	 7-5=?
1530.png	 9x8=?
1531.png	 9+2=?
1532.png	 9+8=?
1533.png	 2-6=?
1534.png	 0-7=?
1535.png	 8x3=?
1536.png	 7-2=?
1537.png	 1+1=?
1538.png	 7-4=?
1539.png	 7x9=?
1540.png	 6x3=?
1541.png	 6-6=?
1542.png	 6-9=?
1543.png	 8+0=?
1544.png	 0x5=?
1545.png	 3+0=?
1546.png	 3+5=?
1547.png	 7+3=?
1548.png	 3x6=?
1549.png	 2x4=?
1550.png	 5+7=?
1551.png	 6x2=?
1552.png	 2+6=?
1553.png	 6-0=?
1554.png	 6-0=?
1555.png	 5-4=?
1556.png	 2+8=?
1557.png	 0x5=?
1558.png	 2x0=?
1559.png	 1+7=?
1560.png	 9x8=?
1561.png	 8+1=?
1562.png	 5-2=?
1563.png	 8x5=?
1564.png	 5+6=?
1565.png	 1-0=?
1566.png	 4x1=?
1567.png	 5+3=?
1568.png	 5+0=?
1569.png	 7-8=?
1570.png	 1+5=?
1571.png	 1x7=?
1572.png	 1+0=?
1573.png	 7+8=?
1574.png	 0x8=?
1575.png	 9+8=?
1576.png	 1x3=?
1577.png	 1+9=?
1578.png	 5+0=?
1579.png	 4-9=?
1580.png	 4+0=?
1581.png	 6-5=?
1582.png	 0+8=?
1583.png	 7+2=?
1584.png	 1+6=?
1585.png	 7+5=?
1586.png	 9+4=?
1587.png	 7-9=?
1588.png	 1-3=?
1589.png	 3+2=?
1590.png	 1+5=?
1591.png	 4-9=?
1592.png	 5+4=?
1593.png	 3-2=?
1594.png	 9+3=?
1595.png	 6+0=?
1596.png	 4+2=?
1597.png	 4+9=?
1598.png	 1+1=?
1599.png	 9-3=?
1600.png	 4x3=?
1601.png	 5x5=?
1602.png	 2-7=?
1603.png	 8+7=?
1604.png	 0x2=?
1605.png	 8x8=?
1606.png	 7+1=?
1607.png	 8x4=?
1608.png	 0-5=?
1609.png	 3x8=?
1610.png	 0-7=?
1611.png	 8+6=?
1612.png	 0-2=?
1613.png	 0x5=?
1614.png	 9-7=?
1615.png	 8+1=?
1616.png	 2-1=?
1617.png	 1-9=?
1618.png	 8x9=?
1619.png	 1+7=?
1620.png	 9-4=?
1621.png	 0-0=?
1622.png	 4-6=?
1623.png	 3-1=?
1624.png	 1x6=?
1625.png	 1x5=?
1626.png	 3+9=?
1627.png	 6x4=?
1628.png	 9+2=?
1629.png	 5x4=?
1630.png	 7+8=?
1631.png	 5-0=?
1632.png	 5-3=?
1633.png	 0-2=?
1634.png	 1-7=?
1635.png	 1+8=?
1636.png	 1+4=?
1637.png	 5x8=?
1638.png	 8x7=?
1639.png	 0-9=?
1640.png	 5+8=?
1641.png	 1+0=?
1642.png	 2+9=?
1643.png	 7x7=?
1644.png	 4-1=?
1645.png	 8-1=?
1646.png	 3x7=?
1647.png	 0-4=?
1648.png	 1-8=?
1649.png	 5+4=?
1650.png	 3x0=?
1651.png	 4-5=?
1652.png	 5+5=?
1653.png	 5-7=?
1654.png	 8-0=?
1655.png	 2-0=?
1656.png	 4+2=?
1657.png	 2x7=?
1658.png	 3x5=?
1659.png	 3x2=?
1660.png	 2+1=?
1661.png	 9-8=?
1662.png	 6+3=?
1663.png	 8+9=?
1664.png	 2x9=?
1665.png	 4-3=?
1666.png	 9+8=?
1667.png	 6-4=?
1668.png	 1x9=?
1669.png	 3-7=?
1670.png	 0+9=?
1671.png	 3+8=?
1672.png	 2-9=?
1673.png	 8-4=?
1674.png	 5x4=?
1675.png	 2x5=?
1676.png	 4x4=?
1677.png	 0-8=?
1678.png	 1x1=?
1679.png	 2+3=?
1680.png	 3+3=?
1681.png	 7-3=?
1682.png	 2+9=?
1683.png	 1-2=?
1684.png	 3-5=?
1685.png	 1x1=?
1686.png	 6+1=?
1687.png	 6-2=?
1688.png	 2-2=?
1689.png	 0-2=?
1690.png	 9-2=?
1691.png	 4x1=?
1692.png	 1x0=?
1693.png	 3+2=?
1694.png	 0+2=?
1695.png	 4-7=?
1696.png	 0x6=?
1697.png	 6x0=?
1698.png	 1-2=?
1699.png	 0x7=?
1700.png	 2x6=?
1701.png	 2+9=?
1702.png	 2+1=?
1703.png	 7-8=?
1704.png	 2+8=?
1705.png	 0+2=?
1706.png	 4x9=?
1707.png	 3-3=?
1708.png	 5+7=?
1709.png	 0x7=?
1710.png	 0+2=?
1711.png	 1x0=?
1712.png	 3+1=?
1713.png	 2+7=?
1714.png	 3-8=?
1715.png	 0-3=?
1716.png	 1+7=?
1717.png	 3-5=?
1718.png	 4-1=?
1719.png	 4x3=?
1720.png	 2-8=?
1721.png	 6x4=?
1722.png	 5+6=?
1723.png	 8x6=?
1724.png	 1-0=?
1725.png	 5-2=?
1726.png	 1x6=?
1727.png	 0x6=?
1728.png	 6-9=?
1729.png	 0-3=?
1730.png	 1-1=?
1731.png	 5+7=?
1732.png	 1+2=?
1733.png	 6-3=?
1734.png	 0x7=?
1735.png	 5-8=?
1736.png	 2x2=?
1737.png	 5x6=?
1738.png	 5x2=?
1739.png	 2-1=?
1740.png	 3+5=?
1741.png	 9-9=?
1742.png	 4-4=?
1743.png	 8x6=?
1744.png	 9+5=?
1745.png	 4+6=?
1746.png	 9x5=?
1747.png	 1-3=?
1748.png	 1-5=?
1749.png	 7+9=?
1750.png	 8x4=?
1751.png	 0+0=?
1752.png	 1x7=?
1753.png	 1+1=?
1754.png	 8x2=?
1755.png	 8x9=?
1756.png	 9x8=?
1757.png	 2x6=?
1758.png	 7x0=?
1759.png	 1-8=?
1760.png	 6-3=?
1761.png	 2+7=?
1762.png	 0-6=?
1763.png	 5x3=?
1764.png	 0+8=?
1765.png	 1x7=?
1766.png	 7+7=?
1767.png	 9x9=?
1768.png	 0-8=?
1769.png	 9+9=?
1770.png	 8+7=?
1771.png	 7+0=?
1772.png	 0-1=?
1773.png	 6x8=?
1774.png	 8x9=?
1775.png	 1-3=?
1776.png	 2-3=?
1777.png	 0x9=?
1778.png	 8x3=?
1779.png	 1x1=?
1780.png	 6+8=?
1781.png	 6+0=?
1782.png	 4+4=?
1783.png	 0+9=?
1784.png	 5-9=?
1785.png	 0+1=?
1786.png	 4x7=?
1787.png	 9+3=?
1788.png	 4+1=?
1789.png	 3x9=?
1790.png	 6-7=?
1791.png	 5+9=?
1792.png	 2-5=?
1793.png	 9+3=?
1794.png	 4+6=?
1795.png	 5-9=?
1796.png	 8+0=?
1797.png	 8-4=?
1798.png	 3+2=?
1799.png	 7-5=?
1800.png	 4-2=?
1801.png	 6+8=?
1802.png	 6-9=?
1803.png	 6x1=?
1804.png	 9x5=?
1805.png	 8-9=?
1806.png	 9x5=?
1807.png	 3x4=?
1808.png	 6-4=?
1809.png	 9+4=?
1810.png	 9-5=?
1811.png	 9+7=?
1812.png	 6x0=?
1813.png	 9-7=?
1814.png	 2+5=?
1815.png	 8+8=?
1816.png	 0+1=?
1817.png	 7x0=?
1818.png	 2+2=?
1819.png	 8-1=?
1820.png	 3-1=?
1821.png	 9+0=?
1822.png	 8-8=?
1823.png	 7+9=?
1824.png	 2x6=?
1825.png	 8+8=?
1826.png	 1x0=?
1827.png	 2-8=?
1828.png	 8+1=?
1829.png	 1+6=?
1830.png	 1-6=?
1831.png	 0+3=?
1832.png	 4+6=?
1833.png	 2-5=?
1834.png	 3+4=?
1835.png	 1+7=?
1836.png	 9-3=?
1837.png	 3+4=?
1838.png	 6-4=?
1839.png	 4x4=?
1840.png	 6x3=?
1841.png	 2x3=?
1842.png	 9+3=?
1843.png	 9x4=?
1844.png	 7+9=?
1845.png	 6-1=?
1846.png	 3x2=?
1847.png	 6+4=?
1848.png	 7+2=?
1849.png	 1x5=?
1850.png	 0+7=?
1851.png	 5-3=?
1852.png	 1-1=?
1853.png	 0+9=?
1854.png	 0-8=?
1855.png	 7-8=?
1856.png	 5-9=?
1857.png	 4-9=?
1858.png	 6-7=?
1859.png	 9+2=?
1860.png	 6-4=?
1861.png	 9x2=?
1862.png	 9+8=?
1863.png	 2-8=?
1864.png	 2-6=?
1865.png	 6x9=?
1866.png	 7-1=?
1867.png	 5x6=?
1868.png	 4-3=?
1869.png	 7x1=?
1870.png	 1x8=?
1871.png	 1x9=?
1872.png	 4-5=?
1873.png	 0x3=?
1874.png	 5x9=?
1875.png	 7-4=?
1876.png	 2+7=?
1877.png	 9x7=?
1878.png	 0+8=?
1879.png	 5-2=?
1880.png	 4+7=?
1881.png	 1+7=?
1882.png	 0-3=?
1883.png	 9+8=?
1884.png	 7+7=?
1885.png	 6-2=?
1886.png	 8+7=?
1887.png	 5x7=?
1888.png	 2+7=?
1889.png	 9-6=?
1890.png	 5+0=?
1891.png	 0+5=?
1892.png	 0+7=?
1893.png	 1+0=?
1894.png	 3+5=?
1895.png	 8x6=?
1896.png	 4+1=?
1897.png	 4-7=?
1898.png	 6x5=?
1899.png	 7x4=?
1900.png	 8+4=?
1901.png	 7+5=?
1902.png	 0-1=?
1903.png	 1+1=?
1904.png	 1-6=?
1905.png	 6x0=?
1906.png	 4+0=?
1907.png	 7+0=?
1908.png	 9x3=?
1909.png	 0+0=?
1910.png	 0-8=?
1911.png	 1x4=?
1912.png	 5+4=?
1913.png	 4x1=?
1914.png	 9+1=?
1915.png	 3x2=?
1916.png	 9-2=?
1917.png	 7x5=?
1918.png	 1+8=?
1919.png	 0+8=?
1920.png	 2x1=?
1921.png	 9x5=?
1922.png	 1-8=?
1923.png	 0x5=?
1924.png	 8x9=?
1925.png	 8+3=?
1926.png	 9+8=?
1927.png	 1-6=?
1928.png	 7x9=?
1929.png	 3+7=?
1930.png	 7+5=?
1931.png	 2-9=?
1932.png	 3-6=?
1933.png	 4+1=?
1934.png	 5+5=?
1935.png	 4x9=?
1936.png	 9-9=?
1937.png	 6x8=?
1938.png	 4x2=?
1939.png	 9x5=?
1940.png	 3+0=?
1941.png	 2+1=?
1942.png	 3+4=?
1943.png	 0+2=?
1944.png	 9x8=?
1945.png	 2-1=?
1946.png	 4-1=?
1947.png	 5+6=?
1948.png	 5-7=?
1949.png	 2x2=?
1950.png	 9x9=?
1951.png	 1+4=?
1952.png	 1-3=?
1953.png	 2+1=?
1954.png	 0+8=?
1955.png	 5+3=?
1956.png	 1x1=?
1957.png	 6-6=?
1958.png	 8-9=?
1959.png	 6x3=?
1960.png	 0+4=?
1961.png	 7+1=?
1962.png	 2x8=?
1963.png	 8+6=?
1964.png	 1+0=?
1965.png	 9+3=?
1966.png	 8+2=?
1967.png	 6-7=?
1968.png	 3+7=?
1969.png	 8x0=?
1970.png	 7+5=?
1971.png	 4-7=?
1972.png	 8+4=?
1973.png	 2-2=?
1974.png	 4x3=?
1975.png	 6x3=?
1976.png	 7x7=?
1977.png	 6-6=?
1978.png	 3x8=?
1979.png	 9-6=?
1980.png	 4x5=?
1981.png	 8-7=?
1982.png	 5-4=?
1983.png	 4x3=?
1984.png	 2+0=?
1985.png	 6+5=?
1986.png	 1+2=?
1987.png	 0-3=?
1988.png	 7+8=?
1989.png	 3+9=?
1990.png	 8-6=?
1991.png	 3-3=?
1992.png	 0+5=?
1993.png	 8x6=?
1994.png	 8x7=?
1995.png	 9+0=?
1996.png	 9-0=?
1997.png	 4+3=?
1998.png	 8+1=?
1999.png	 7-5=?
2000.png	 5+8=?
2001.png	 1x0=?
2002.png	 6+2=?
2003.png	 7+1=?
2004.png	 9+3=?
2005.png	 7-2=?
2006.png	 7-1=?
2007.png	 6x6=?
2008.png	 2x5=?
2009.png	 6-3=?
2010.png	 9-2=?
2011.png	 0-4=?
2012.png	 1x8=?
2013.png	 0+2=?
2014.png	 7x2=?
2015.png	 3-6=?
2016.png	 8x5=?
2017.png	 9x6=?
2018.png	 7+3=?
2019.png	 3-3=?
2020.png	 8-6=?
2021.png	 1x1=?
2022.png	 1-5=?
2023.png	 7x1=?
2024.png	 4+9=?
2025.png	 3-1=?
2026.png	 0x8=?
2027.png	 7-3=?
2028.png	 7-0=?
2029.png	 8x5=?
2030.png	 4x4=?
2031.png	 3+8=?
2032.png	 7+2=?
2033.png	 9x4=?
2034.png	 2-0=?
2035.png	 0-2=?
2036.png	 6x8=?
2037.png	 3+6=?
2038.png	 9x7=?
2039.png	 0+4=?
2040.png	 7x8=?
2041.png	 3x6=?
2042.png	 1+3=?
2043.png	 5x7=?
2044.png	 3x9=?
2045.png	 4-2=?
2046.png	 6x9=?
2047.png	 8x4=?
2048.png	 3x4=?
2049.png	 6+0=?
2050.png	 1-6=?
2051.png	 1+3=?
2052.png	 8+6=?
2053.png	 6+6=?
2054.png	 6x5=?
2055.png	 3x3=?
2056.png	 3x3=?
2057.png	 1+5=?
2058.png	 0+0=?
2059.png	 2x9=?
2060.png	 3+8=?
2061.png	 1x9=?
2062.png	 2-9=?
2063.png	 7+0=?
2064.png	 1+9=?
2065.png	 2-2=?
2066.png	 4+4=?
2067.png	 1+8=?
2068.png	 5-5=?
2069.png	 4-0=?
2070.png	 3+5=?
2071.png	 0-0=?
2072.png	 6x8=?
2073.png	 1-6=?
2074.png	 7+0=?
2075.png	 1+1=?
2076.png	 7x7=?
2077.png	 6+3=?
2078.png	 8x9=?
2079.png	 7x5=?
2080.png	 6+7=?
2081.png	 2x6=?
2082.png	 5x9=?
2083.png	 5-3=?
2084.png	 7+7=?
2085.png	 6-2=?
2086.png	 7+0=?
2087.png	 5-6=?
2088.png	 8-3=?
2089.png	 6-3=?
2090.png	 1-8=?
2091.png	 1+1=?
2092.png	 1x0=?
2093.png	 9+7=?
2094.png	 5x4=?
2095.png	 4-6=?
2096.png	 2x3=?
2097.png	 0x6=?
2098.png	 0-0=?
2099.png	 2-6=?
2100.png	 3x8=?
2101.png	 2x7=?
2102.png	 9-8=?
2103.png	 8+7=?
2104.png	 8+8=?
2105.png	 6x7=?
2106.png	 7+0=?
2107.png	 0x4=?
2108.png	 4x4=?
2109.png	 6x0=?
2110.png	 5x2=?
2111.png	 8-7=?
2112.png	 2-8=?
2113.png	 9+0=?
2114.png	 3x5=?
2115.png	 2+9=?
2116.png	 4x4=?
2117.png	 1x1=?
2118.png	 9x5=?
2119.png	 4+3=?
2120.png	 2-9=?
2121.png	 5-0=?
2122.png	 0x7=?
2123.png	 2x0=?
2124.png	 8-5=?
2125.png	 4x3=?
2126.png	 0x0=?
2127.png	 0x2=?
2128.png	 5+9=?
2129.png	 4-2=?
2130.png	 8x9=?
2131.png	 7-1=?
2132.png	 7x4=?
2133.png	 8-3=?
2134.png	 2+3=?
2135.png	 6+1=?
2136.png	 1+7=?
2137.png	 3x0=?
2138.png	 8+9=?
2139.png	 3-3=?
2140.png	 8+1=?
2141.png	 1-1=?
2142.png	 1+2=?
2143.png	 5-9=?
2144.png	 9+9=?
2145.png	 1-7=?
2146.png	 6-1=?
2147.png	 6+0=?
2148.png	 8+8=?
2149.png	 1+0=?
2150.png	 1-0=?
2151.png	 4x5=?
2152.png	 9x6=?
2153.png	 2+3=?
2154.png	 9+3=?
2155.png	 1x5=?
2156.png	 7-2=?
2157.png	 3+8=?
2158.png	 4x9=?
2159.png	 6x3=?
2160.png	 5x8=?
2161.png	 4x8=?
2162.png	 0-1=?
2163.png	 3+9=?
2164.png	 4-2=?
2165.png	 9-1=?
2166.png	 6-7=?
2167.png	 5x9=?
2168.png	 5x9=?
2169.png	 6+4=?
2170.png	 5-4=?
2171.png	 6-8=?
2172.png	 5-7=?
2173.png	 5x4=?
2174.png	 5-9=?
2175.png	 5x9=?
2176.png	 6x7=?
2177.png	 4x2=?
2178.png	 5-2=?
2179.png	 6x7=?
2180.png	 9+2=?
2181.png	 8x4=?
2182.png	 1x1=?
2183.png	 4-0=?
2184.png	 0+9=?
2185.png	 9+5=?
2186.png	 8+8=?
2187.png	 0x5=?
2188.png	 4+4=?
2189.png	 5-4=?
2190.png	 1-2=?
2191.png	 9x1=?
2192.png	 6+1=?
2193.png	 9-5=?
2194.png	 7x3=?
2195.png	 0-0=?
2196.png	 1-6=?
2197.png	 8-5=?
2198.png	 0+6=?
2199.png	 1-1=?
2200.png	 2x1=?
2201.png	 2+6=?
2202.png	 5x8=?
2203.png	 8+5=?
2204.png	 1+4=?
2205.png	 2+7=?
2206.png	 9-0=?
2207.png	 1+4=?
2208.png	 3x2=?
2209.png	 4-3=?
2210.png	 9x5=?
2211.png	 4+7=?
2212.png	 5x3=?
2213.png	 3-7=?
2214.png	 4-3=?
2215.png	 3x3=?
2216.png	 7-7=?
2217.png	 1-0=?
2218.png	 0x1=?
2219.png	 8x6=?
2220.png	 4x6=?
2221.png	 5+9=?
2222.png	 6+9=?
2223.png	 1x6=?
2224.png	 4-9=?
2225.png	 3-3=?
2226.png	 6-0=?
2227.png	 7-1=?
2228.png	 2+4=?
2229.png	 2x7=?
2230.png	 0x8=?
2231.png	 2x6=?
2232.png	 8x4=?
2233.png	 3x9=?
2234.png	 7+9=?
2235.png	 7-4=?
2236.png	 0x0=?
2237.png	 2-7=?
2238.png	 2+6=?
2239.png	 0+5=?
2240.png	 3x2=?
2241.png	 2+0=?
2242.png	 0x7=?
2243.png	 9+2=?
2244.png	 4+6=?
2245.png	 5+4=?
2246.png	 1+2=?
2247.png	 7-0=?
2248.png	 2-8=?
2249.png	 5x0=?
2250.png	 4-1=?
2251.png	 1+1=?
2252.png	 5x7=?
2253.png	 9-5=?
2254.png	 3+7=?
2255.png	 8x3=?
2256.png	 7x2=?
2257.png	 5-7=?
2258.png	 5x5=?
2259.png	 5-2=?
2260.png	 5+7=?
2261.png	 6-0=?
2262.png	 7-5=?
2263.png	 9-6=?
2264.png	 3+3=?
2265.png	 2-4=?
2266.png	 8+2=?
2267.png	 5-8=?
2268.png	 2-5=?
2269.png	 6x5=?
2270.png	 4x1=?
2271.png	 9+9=?
2272.png	 6+3=?
2273.png	 0+7=?
2274.png	 7+5=?
2275.png	 0+5=?
2276.png	 7x1=?
2277.png	 4x7=?
2278.png	 2-4=?
2279.png	 2-9=?
2280.png	 5+0=?
2281.png	 2-5=?
2282.png	 6+9=?
2283.png	 4+1=?
2284.png	 0-0=?
2285.png	 6-2=?
2286.png	 5+4=?
2287.png	 1x8=?
2288.png	 4x7=?
2289.png	 6-4=?
2290.png	 5-9=?
2291.png	 1x7=?
2292.png	 3x6=?
2293.png	 5-3=?
2294.png	 1+4=?
2295.png	 9x3=?
2296.png	 0x2=?
2297.png	 5x1=?
2298.png	 5x4=?
2299.png	 3+1=?
2300.png	 3+1=?
2301.png	 6+0=?
2302.png	 6+1=?
2303.png	 2-6=?
2304.png	 4x7=?
2305.png	 5-3=?
2306.png	 7+1=?
2307.png	 6+1=?
2308.png	 0+2=?
2309.png	 5-0=?
2310.png	 0+1=?
2311.png	 7+7=?
2312.png	 5x7=?
2313.png	 6x2=?
2314.png	 3-8=?
2315.png	 2x6=?
2316.png	 4+6=?
2317.png	 1-6=?
2318.png	 3x6=?
2319.png	 4-3=?
2320.png	 0-6=?
2321.png	 3+2=?
2322.png	 6x5=?
2323.png	 0-4=?
2324.png	 8x0=?
2325.png	 6-9=?
2326.png	 4x0=?
2327.png	 5+9=?
2328.png	 1x0=?
2329.png	 8x7=?
2330.png	 4x9=?
2331.png	 2x3=?
2332.png	 9x4=?
2333.png	 3+9=?
2334.png	 3+1=?
2335.png	 8-9=?
2336.png	 5+0=?
2337.png	 1x6=?
2338.png	 4+6=?
2339.png	 7x9=?
2340.png	 8x7=?
2341.png	 6+9=?
2342.png	 6x5=?
2343.png	 8x6=?
2344.png	 8+7=?
2345.png	 6-1=?
2346.png	 8x1=?
2347.png	 3+3=?
2348.png	 5+3=?
2349.png	 9-6=?
2350.png	 7x0=?
2351.png	 4x1=?
2352.png	 0+4=?
2353.png	 9+4=?
2354.png	 7+8=?
2355.png	 4x8=?
2356.png	 8-6=?
2357.png	 7-0=?
2358.png	 2-3=?
2359.png	 4x4=?
2360.png	 8+8=?
2361.png	 1+1=?
2362.png	 9x6=?
2363.png	 7x0=?
2364.png	 7x4=?
2365.png	 5-3=?
2366.png	 4-6=?
2367.png	 8+4=?
2368.png	 7-8=?
2369.png	 2+6=?
2370.png	 7x8=?
2371.png	 6+2=?
2372.png	 1-2=?
2373.png	 5x1=?
2374.png	 4x9=?
2375.png	 6x7=?
2376.png	 8x4=?
2377.png	 7+0=?
2378.png	 7-2=?
2379.png	 2+4=?
2380.png	 7-1=?
2381.png	 4x5=?
2382.png	 2+8=?
2383.png	 2x9=?
2384.png	 0-1=?
2385.png	 2+5=?
2386.png	 3x1=?
2387.png	 3-5=?
2388.png	 9x1=?
2389.png	 8-8=?
2390.png	 4x2=?
2391.png	 6+6=?
2392.png	 0-3=?
2393.png	 0+6=?
2394.png	 2x2=?
2395.png	 3-4=?
2396.png	 6-0=?
2397.png	 5x1=?
2398.png	 4+3=?
2399.png	 8x2=?
2400.png	 8x3=?
2401.png	 9x3=?
2402.png	 9x0=?
2403.png	 9x6=?
2404.png	 4-2=?
2405.png	 5x0=?
2406.png	 0x3=?
2407.png	 3+7=?
2408.png	 4+6=?
2409.png	 1-7=?
2410.png	 8+6=?
2411.png	 6-2=?
2412.png	 7x7=?
2413.png	 8+9=?
